Tweet,Country,Topic,Sentiment,Sentiment_Expression,Sentiment_Target
"في أمثال، العالم فاهمينن غلط. مثلاً:. ""الله بيعطيك عا قد نيتك"". مش المقصود فيه مصاري، أو هون... والدّليل، أنّو في كتار ""زبالة"" ومعن ملايين!",lebanon,personal,negative,explicit,"في كتار ""زبالة"" ومعن ملايين!"
كتلة المستقبل: كلام نصر الله عن المملكة يؤدي إلى الإضرار بمصالح لبنان واللبنانيين ويوتر علاقاتهم مع أشقائهم العرب ولاسيما مع دول الخليج,lebanon,politics,negative,explicit,يؤدي إلى الإضرار بمصالح لبنان
طلعت الماده يلي لهل ما بعرف كيف قدمتا و ما كنت دارسه قسم كامل ٨٣ ! الحمدلله يا ربي الحمدلله😭😭😭😭😭,lebanon,personal,positive,explicit,الحمدلله يا ربي الحمدلله
حلو كتير وطبيعي ضروري يكون جدٌي على طول عم بمارس حياتو كإنسان عادي بيختلط بالناس وبيتقرب منن وين المشكلة هوي شاب مرح بطبعو #هلا_بالخميس,lebanon,personal,positive,explicit,إنسان عادي بيختلط بالناس
دني ظالمه! ما اطيبا رودي كيف قالتلو الاخوي مش لازم يتفرقو عن بعض😥 ولما حكيت عن بيا لتوفى💔. كتير حبيت كيف جمعا مالك باخوتا بالآخر. #نجمتي_انا,syria,entertainment,negative,explicit,دني ظالمه!
بالله احد يقول للاعضاء يوقفو تحديثات شوي لاننا انهرجنة ماعاد عرفنا وين نروح نعلق لهم لو نرفع هاشتاق لو نرفع مشاهدات… https://t.co/qCcNWdNlmD,jordan,personal,negative,explicit,يوقفو تحديثات شوي
من الجوله الاولى يسجل لك هدفين وثلاث قدام فرق ضعيفه يقدر يسجل اي لاعب ويترتفع ترتيبك ولما تواجه فرق قويه يبنشر,jordan,sports,negative,implicit,الجوله الاولى يسجل لك هدفين
نحن نعيش عصر التفاهة.. حيث حفل الزفاف أهم من الحب، ومراسم الدفن أهم من الميت، والملابس أهم من الجسد، والمعبد أهم من الله🌿🖤,lebanon,personal,negative,explicit,حفل الزفاف أهم من الحب
رأس الحكمة في لبنان فخامة الرئيس #ميشال_عون يرفض اسقالة #سعد_الحريري وهذا تصرف حكيم من فخامته ويسد به الطريق أن صحت اخبار اعتقال الحريري,lebanon,politics,positive,explicit,مة الرئيس #ميشال_عون يرفض اس
امريكا وراء بن سلمان في سياسته الاقصائية ضد عائلة ال سعود وإعداد منه دميه لتحركه سياسه امريكا على غرار صدام حسين #من_الرياض_لبغداد_سلام,syria,politics,negative,explicit,امريكا وراء بن سلمان
ما عاد يتحمّل مزح موضوع الرئيس الحريري لأنو يلي عم يتحضّر للبنان🇱🇧 يتخطى السجال السياسي الإقليمي والداخلي. إنه مشروع شرق الأوسط بحلّة جديدة,syria,politics,negative,explicit,السجال السياسي الإقليمي والداخلي
بكفي انو عملتو شي الاجتماعات و المؤتمرات و الدول ما قدرت تعملوا . أنتو يلي وحدتو شعب على صوت واحد واسم واحد سوريا ❤. #شكراً_نسور_قاسيون,lebanon,sports,positive,explicit,#شكراً_نسور_قاسيون
انت الذي ابقيت دين محمد. ووهبت رب العرش طفلاً يُنحرُ. هذا الحسينُ وبالحسين عزنا. هــذا الح… https://t.co/pIa0MpgpvG,jordan,religions,positive,explicit,هذا الحسينُ وبالحسين عزنا
جماهير العالمي .. بالرياض كونوا بالموعد غدآ .. . النصر يقدم افضل مستوياته مع المدرب وهوا بحاجة لوق… https://t.co/byqHrtEF5Z,jordan,sports,positive,explicit,النصر
""" نحن أقوياء، لا عليك من كلام المحبطين، نحن نستيقظ كل يوم لنعيش الحياة نفسها في المكان نفسه مع نفس الأشخاص، هذا بحد ذاته كفاح.""",syria,personal,positive,explicit,نحن أقوياء،
بعد تهديد #إيران بالإنسحاب من بطولة دوري أبطال آسيا لكرة القدم، الإتحاد الآسيوي يلغي قانون الملاعب المحايدة .. القا… https://t.co/6AGwnGN3zg,jordan,sports,negative,explicit,تهديد
@quaiqiw11 @h_aois ابي افهم بس .. وش سالفة البنات و حرصهم على متابعة قناة بداية و برنامج زد رصيدك .. وش تشوفون انتم و حنا ما نشوفه,palestine,personal,negative,explicit,متابعة قناة بداية
غادر الأماكن التي تشعر فيها أنك أثقل من الهواء وأن من فيها على وشك الإختناق بك ، غادر واترك مسافه بينكما ترتاح فيها الذكريات الجميلة *,jordan,personal,negative,explicit,غادر الأماكن
ونصمت أحيانا لأن الكلام لم يغير شيء نصمت لأن القلوب لم يعد يعالجها الكلام نصمت لأننا نعرف جيدا بأن الصمت خير لقلوبنا https://t.co/jYEbBaFYEN,jordan,personal,negative,explicit,الكلام لم يغير شيء
قيل لي يومًا أنتِ قويه ... لم أكن أعي معناها ، كنت أعتقد أن القوة مرادف القسوة ، اللامباﻻة ، وأيقنت أن القوة تكمن في… https://t.co/QSF3MP9DAA,syria,personal,positive,explicit,القوة مرادف القسوة
وزارة الصحة تحذر من السفر الى #مدغشقر لان مرض الطاعون منتشر هناك. . وتقول اذا ماعندك شي ضروري وش يوديك هناك. https://t.co/HH9lMGLwCB,palestine,politics,negative,explicit,وزارة
@_mahaiq متعتبر اكلة موسمية وموجودة طول السنة .. من صدك مها عمرج خسارة لا يالله مداستوعب صارلها عايشة جم شتا ومماكلة باصطرمة ..,jordan,personal,negative,explicit,اكلة موسمية
اللهم من أراد بالمملكة 🇸🇦 بسوء فأشغله بنفسه، ورد كيده في نحره، واجعل تدبيره تدميرًا عليه، واجعل هذا البلد آمناً مطمئنًا,jordan,politics,positive,explicit,اللهم من أراد بالمملكة 
"@HanaynehLaw الفيصلي أكبر من الاتحاد و مؤامراته ,, , #دق_خشوم راجعة بقوة بالاياب يا سعادة الزميل المحامي . دمت بخير",palestine,sports,positive,explicit,الفيصلي
- لو كان (نصف) مزيج بين الظاهرة وزيدان .. لإحتفلنا بالهدف قبل ان يستلم الكرة ، ولكن الغباء يلعب دور ! https://t.co/jrTPJJjs4h,jordan,sports,negative,explicit,ن الغباء يلعب دور
قل لهم : غادرتني.. . فقد كنت شرقياً. . . والرجل الشرقي .. يزهد بإمرأةٍ تجاهر بحلمها. . ونبضها. . وحرفها. . ودمعها. .,syria,personal,negative,explicit,الرجل الشرقي
كل حدى تأمر ع منتخب وباعو لازم تتعلق مشنقتو الله لا يسامح لباع #لبنان وحرمنا هل فرحة لو بدنا ناكل 20 غول بكأس العالم.. مبروك ل #مصر,lebanon,sports,negative,explicit,الله لا يسامح لباع #لبنان
طارق كيال أقيل من المنتخب بدون دليل بإتهامات باطله بس عشانه أهلاوي كل الجهود اللي سواها مع المنتخب للتأهل لكأس ال… https://t.co/rDV2cHD9fP,palestine,sports,negative,explicit,بإتهامات باطله
"@AJArabic @Ye_ess قريبا"" هناك محاولة اغتيال لملك المستقبل حمودي ولكن بعد هذه المهزلة - اكيد الي اتقوم فيها ايران ؟",jordan,politics,negative,implicit,اولة اغتيال لملك المستقبل حمودي
@DRSAMIRGEAGEA معلومات عن تراجع #حزب_الله عن سلوكياته واعلانه الانسحاب من كل أزمات المنطقة التي يشارك فيها بعد سماعه بكلام جعجع ... 🙆‍♂️,syria,politics,negative,implicit,#حزب_الله
تراجع احتياطي الصرف في الجزائر وعجز في ميزان المدفوعات بـ11 مليار دولار https://t.co/RcUYAfRLtc. #صفحات_منوعة https://t.co/7p0gQiO18C,syria,politics,negative,explicit,الصرف في الجزائر وعجز
مبروك اقرار الضريبة #رقم٥ رفع الرسوم على المشروبات الروحية المستوردة من ٦٠ ليرة إلى ٣٠٠ ومن ٢٠٠ إلى ١٠٠٠ ومن ٤٠٠ إلى ٢٠٠٠. #سلسلة_ضرائب,lebanon,politics,negative,explicit,اقرار الضريبة
@IISEZA_ ههه نفس تفكيري ما حسيت كلام جولسوم من عبث! وهم أكيد رح يحبوا بعض ويصير عندهم بيبي كمان بس اللي محيرني كيف… https://t.co/hSsUNWxIx9,lebanon,personal,positive,explicit,كلام جولسوم
عندما لا يتصالح الناس بسهولة أفرادا وجماعات ولا ينسون الماضي سيبقى نمط الخصومة وعدم الثقة هو السائد .. لنتسامح حتى نستطيع التعايش والنهوض,jordan,personal,positive,explicit,تسامح
واخيرا : كلام اليوم لِ جليغم الكاميرات تحبك حاول تحبها ! لكن انت اذا وجهك درج! مو ذنب جليغم عاد تحمل هذا وجهك🌹. #زد_رصيدك43,palestine,entertainment,positive,explicit,الكاميرات تحبك
منرجع للمنتخب . حتى اصدقائي بالثانوي اللي كنت فكرهم رمادين او حتى شبيحة طلعوا بيكرهوا المنتخب و شمتانين .. لك هالكم واحد وعامل جمعور منين جي ؟,lebanon,sports,negative,explicit,بيكرهوا المنتخب
خطب أمير في قومه فقال:. لم يصبكم الطاعون منذ أن وليت عليكم . فقال أعرابي إن الله أرحم من أن يجمع علينا مصيبتين أنت والطاعون,palestine,personal,negative,explicit,خطب أمير في قومه
ارد اعرف نفسي خل تسمع الوادم احسين ابويه وبيتي يا ناس المآتم عمري مو اعوام عمري اشكثر لاطم اسمي مو باسم انا سموني خ… https://t.co/NFMDPyvl01,syria,personal,negative,explicit,خل تسمع الوادم احسين ابويه
عززة صدك اكو معلومة عن حفلة كيبوبية قريبة 😱😱😱😱 بس لا صدك هم !؟ . @mariwon_ @ELFIRAQ407 شوفو بس لا ذيج الحفلة !؟… https://t.co/fqYHGmCCmW,jordan,entertainment,positive,explicit,حفلة كيبوبية
خالد على انت اللى قلت فى 2014 الانتخابات مسرحية والا انتخابات تحت الحكم العسكرى، ...راجع نفسك كده انت فى صعود نحو الهاوية,syria,politics,negative,explicit,خالد على
لم تكن محض صدفة أن تحتظن أرض العراق ضريح الامام الحسين عليه السلام ؟. بل هي إرادة الله سبحانه وتعالى فمن غير العراقي… https://t.co/Tt6PeyKWtX,syria,religions,positive,implicit,أرض العراق
أتقدم بأحر التعازي في وفاة الأمير منصور بن مقرن ومرافقيه سائلا الله أن يتغمدهم برحمته وأن يلهم ذويهم الصبر والسلوان إنا لله وإنا إليه راجعون,jordan,personal,positive,explicit,وفاة الأمير منصور بن مقرن
ان كل كلمة و كل فكرة تعد بمثابة طاقة روحية تقوم بتنشيط قوى الحياة في داخلك ، سواء كانت طبيعية سلبية أو ايجابية… https://t.co/mYm6li4FL5,jordan,personal,positive,explicit,طاقة روحية
كيف فيني قدم طلب بعتقالي بعد تورطي بقضايا فساد و سرقة.. و املك الأدلة الكافية لأدانتي و اتهامي ثم اعتقالي .… https://t.co/4RbrRfS4sI,jordan,politics,negative,explicit,بقضايا فساد و سرقة.
From Turkey.. زميلتي إبتسام سافرت لتركيا.. وأحضرت معها لي هذه الطوابع التركية كهدية.. https://t.co/VM7ypmxP6J,jordan,personal,positive,explicit,أحضرت معها
وكأننا في خلاف ابدي مع الحب، أن تجد من يحبك وأنت لا تحبه، أو انك تحب من لايحبك، ولو شاء القدر والتقيت بمن يحبك وتحبه لا تحبكم الحياة معاً.💔,palestine,personal,negative,explicit,خلاف ابدي مع الحب
@omaralsomah @feras_alkhtib خسرتو مباراة بس ما خسرتو محبتنا . رفعتو راسنا منفتخر فيكي مو بس بسوريا بكل العالم العربي… https://t.co/uPsoZezalD,lebanon,sports,positive,explicit,مباراة
اجتماع القبائل في السعودية يرفضوا كل قرارت سلمان ويهز اركان بن سلمان ويعلن الاستنفار العام في كل المملكة,syria,politics,negative,explicit,اجتماع القبائل في السعودية
#بثينة_شعبان : ليس من المهم ان يتوحد الشعب الفلسطيني، ولكن الأهم ان يتوحدوا على المسار الصحيح..هذا ما كان يقوله الرئيس الراحل حافظ الاسد,syria,politics,positive,explicit,"['الأهم ان يتوحدوا على المسار الصحيح', 'ليس من المهم ان يتوحد الشعب الفلسطيني، ولكن الأهم ان يتوحدوا على المسار الصحيح', 'ليس من المهم ان يتوحد الشعب الفلسطيني، ولكن الأهم ان يتوحدوا على المسار الصحيح..هذا ما كان يقوله الرئيس الراحل حافظ الاسد', 'ولكن الأهم ان يتوحدوا على المسار الصحيح..']"
"حتى نصر الله من كثر مايهدد دعا اليهود الى مغادرة فلسطين ,بعدها قامت الطائرات الاسرائيلية بدخول الاجواء اللبنانية ودخلت الاجواء السورية وقصفت",syria,politics,negative,explicit,الطائرات الاسرائيلية
@adelalkhawaldeh @jamilibrahim21 يا عمي الزلمه كان بجهز بالمنتخب لتصفيات كأس العالم 2002 ، و مشروعه كان جميييييل ..… https://t.co/ptMjwmXttq,lebanon,sports,positive,explicit,ه كان بجهز بالمنتخب لتصفيات
#كاس_العالم_حيوحشنا رئيس الخيبة يوجه بعودة اللاعب تيسير والعويس ويبلغ فيصل بن تركي حل أموره المالية بالفيفا خلال أسبوع وإلا الإقالة توصله,palestine,sports,negative,explicit,يوحشنا رئيس الخيبة يوجه بعو
"كابوس ""العالمية"" .. يطارد #الزعيم ... تسرع عجيب و عدم تركيز طوال المباراة .. هذا يُؤكد الضغط النفسي الذي يمر بلاع… https://t.co/I0F0xZutrS",palestine,sports,negative,explicit,الضغط النفسي
"هي مغرمةٌ بالنحو .. . قال لها : أعربي "" حبيبي جارَ عليه الحبُّ واعتدى"". قالت : "" حبيبي "" مبتدأٌ في كلامه. قال : ضُمّيه إن كان مبتدأ .",palestine,personal,positive,explicit,غرمةٌ بالنحو
بعد اعلان استقالته.. الرئيس #الحريري يغرد وينشر اخر صورة له تثير الجدل بين اللبنانيين بسبب مكان تواجده في الرياض https://t.co/Z6RMymUeHQ,jordan,politics,negative,explicit,اعلان استقالته.. الرئيس #الحريري
حقيقى بقيت اتحايل على بابا يسيب الموبيل و يبصلى و اقوله مفيش حد بيقعد على الموبيل كل دا ... خايف بعد سنتين الاقيه ل… https://t.co/SEnL6c8pGs,palestine,personal,negative,explicit, الموبيل 
لا تظن أن الأمانة أن تتوضأ برطل من الماء وتصلي ركعتين في المحراب إنما الأمانة أن تحمل هم هذا الدين,jordan,religions,positive,explicit,هم هذا الدين
#كاس_العالم_حيوحشنا_٢ اشهد ياتاريخ بأن طارق كيال اول شخص كذّب تركي الشيخ وعلى الهواء مباشره في و… https://t.co/RWNoRX0EpR,palestine,sports,negative,explicit,كاس_العالم_حيوحشنا
@LBCI_NEWS التمديد لمجلس النواب لمدة ثلاث سنوات قد يوفر أموال قد تساهم في. تغطية السلسلة ما دامت الانتخابات تفرض نفس الوجوه ونفس التيارات,lebanon,politics,negative,explicit,الانتخابات
رغم عن انفة يعترف بهزيمتة الشنعاء رغم عن انفك يعترف لكل من ساندة من الاصدقاء والاشقاء في تدمير العراق العراق ينتصر… https://t.co/RJlX7l6MYY,jordan,politics,negative,explicit,يعترف بهزيمتة الشنعاء
بعد تقرير الامم المتحدة حول وجود ضحايا مدنيين في معركة تحرير #الموصل على الحكومة العراقية فتح تحقيقات ومحاسبة المتسببين بالأخطاء العسكرية.,jordan,politics,negative,explicit,وجود ضحايا مدنيين
في نظام الخدمة المدنية انت مسجل موظف حكومي(معلم)بالنظام ولايحق لك التقدم ع اي وظيفه حكومية والتعليم ثلاث سنين رافضين يسقطون اسمك #يعتبر_فساد,jordan,politics,negative,explicit,موظف حكومي(معلم)بالنظام
يقول الإمام الشافعي رحمه الله :. حتى تكون أسعد الناس .. . إجعل الفرح شكراً .. . والحزن صبراً .. والصمت تفكراً .. والنطق ذكراً ... والحياة طاعة,syria,religions,positive,explicit,الإمام الشافعي
معايير محاسبة الفصل الماضي تجميعي كان من ٥٠/١٦ . قدمت فيرست جبت ٢١ من ٣٠ . #دق_خشوم,jordan,personal,positive,implicit,محاسبة الفصل الماضي
"😂joke of the year ""ما هو سلاحك موجود بمقدمة الدستور ""و ليش الكل عّم يقول إنّو قدم استقالته بالخارج،ما في اَي دليل إ… https://t.co/d5LCgoarU9",syria,politics,negative,explicit,حك موجود بمقدمة الدستور
اول مره بشوف خبر بشك بمصداقيته الام تي في المحطة اللبنانية الوحيده اللي بحبها ليه الفنانه يارا صار عندا فانز ليه هي… https://t.co/3MP65PKLjm,lebanon,entertainment,negative,explicit,الام تي في
جدد المكتب التنفيذي في الاتحاد الآسيوي لكرة القدم معارضته للتدخل الحكومي الذي أدى إلى… https://t.co/b9Ju3BbPkB,jordan,sports,negative,explicit,معارضته للتدخل الحكومي
متوقع أن تكون حركة الرياح للوسطى بداية من هذا اليوم شرقية وجنوبية شرقية وهذا أمر إيجابي بإذن الله الأيام القليلة القادمة... اللهم أغثنا..,palestine,weather,positive,explicit,هذا أمر إيجابي بإذن الله
غريب، القوات عاملين # كرمال حدا نطرد عن التلفزيون كرمال سب و من كم يوم كانوا عم بهللو ل حدا كفر الله ع تلفزيون 🤔,lebanon,politics,negative,explicit,القوات
#كاس_العالم_حيوحشنا_٧ . بلوتو لو قلبه على الاهلي 💚. ويود له الخير كان ماتدخل في ادارته وعيّن الزويهري ورجّع برتجي لأنهم الاصلح,palestine,sports,negative,explicit,كان ماتدخل في ادارته
كيف فيني قدم طلب بعتقالي بعد تورطي بقضايا فساد و سرقة.. و املك الأدلة الكافية لأدانتي و اتهامي ثم اعتقالي .… https://t.co/4RbrRfS4sI,jordan,personal,negative,explicit,كيف فيني قدم طلب بعتقالي
"""كم من ليلة ظننت أنها لن تمضي إلا بحزنٍ أو دمع أو كرب، وتثقل روحك بأشياءٍ لا تُعَد، ثم تنقذك -ركعة- تحدّث بها الرحي… https://t.co/nBJwaOmEAl",palestine,personal,positive,implicit,وتثقل روحك بأشياءٍ لا تُعَد
قال صاروا خايفانين على لبنان.. طيب شو أول مرة؟ ما نحن شعب خلقنا من حروب عشنا بصراعات بحياتنا ما كنا مستقلين وكل حياتنا منقسمين ومحكومين!,lebanon,politics,negative,implicit,كل حياتنا منقسمين ومحكومين
الصدمة قد تفعل بك شيئان ، إما أن تدمرك ، وإما أن تصنع منك شخصاً أقوى تصعب هزيمته ، والاختيار لك في النهاية .❀. #ساعه_استجابه. #قطار_الحرمين,palestine,personal,positive,explicit,الصدمة قد تفعل بك شيئان
كن مؤدبًا في حزنك، حامدًا في دمعتك، أنيقًا في ألمك، فالحزن -كما الفرح- هديةٌ من رب العباد، سيمكث قليلًا ويعود إلى ر… https://t.co/6Gg7zg5jdg,palestine,personal,positive,explicit,فالحزن -كما الفرح- هدي
زيدان ما بدو يستحي ع دموو ويقعد بنزيماا احتيااط ؟!! . بكفي مجاملة يعني..,jordan,sports,negative,explicit,يستحي ع دموو وي
زمن القمع والدكتاتوريه ليس بوطننا وليس من ديننا ولايستخدمه الا شخص ماعنده اي مقومات للنجاح.. ملكنا سلمان الحزم يقبل… https://t.co/XEcWUYPora,palestine,politics,positive,explicit,ملكنا سلمان الحزم
السعودية؛ قررت غلق المنافذ الحدودية البرية والبحرية والجوية على أساس أنها كانت مفتوحه إعلموا يابغاة العالم لن تستطيعوا أن تركعوا اليمن,jordan,politics,negative,explicit,إعلموا يابغاة العالم
"السوري بلبنان لاجئ ... لا فيزا لا جواز لا ضرايب لا كفيل ولا غيرو ""مو معناه هالكلام انو لبنان افضل منكم"" بس انتي عم… https://t.co/MfabPob94C",jordan,politics,negative,explicit,السوري بلبنان لاجئ
انهت #مبادرة_السادات قبل 40 عاما 4 حروب دامية ونشأ التعاون بين #إسرائيل و #مصر في شتى المجالات وتجني الدولتان ثمار… https://t.co/jMsHpmuH0v,palestine,politics,positive,explicit,تجني الدولتان ثمار
ارسنال محظوظ لقم واحد في الشوط الاول ، بصراحة السيتي قاعد يقدم اروع تكتيك فريق ممتع 👌. #مانشستر_سيتي_ارسنال,jordan,sports,positive,explicit,#مانشستر_سيتي_ارسنال
روحاني: الهجوم الصاروخي الذي انطلق من #اليمن مستهدفا الرياض كان ردا على العدوان السعودي,syria,politics,negative,explicit,ردا على العدوان السعودي
الكل ينتظر تصعيد ما على مستوى دولي ولكن لا احد يعرف اين مسرح التصعيد..اليمن ام الكويت او البحرين او لبنان ام السعودية...وناطرين لنشوف😎😎,syria,politics,negative,explicit,ينتظر
وأنا بظل الله ثم بظلٍ مريف ظل الملك سلمان جزل الوفادة .. اللي رقى للمجد فوق المشاريف الله عطاه الملك وارسى عماده .. و… https://t.co/8Te7p4OLj1,palestine,politics,positive,explicit,جزل الوفادة
بحس انو دايماً ميسّرة معي شغلة مواعيد الامتحانات و الجدول الحمدلله منيح . بس ليه ما بزبط معي انو ازبّط و كذا 🙄,syria,personal,positive,explicit,بس ليه ما بزبط معي
"@AO_19_ @Alaabakeer8 مجبور تكتب هيك عشان معاك بالمنشن بس الحكي عالخاص غير . ما علينا , انتو بتوكلو المجبوس بس على د… https://t.co/ZyELCzYr6i",palestine,personal,negative,implicit,انتو بتوكلو المجبوس
يسأل عليك اللي من الناس يغليك يسأل ويرسل ما يبي غير ردك سلام والخافق من الشوق يطريك مشتاق لك ليت الرساله تشدك https://t.co/aqgxFU8H2A,jordan,personal,positive,explicit,يسأل عليك
فعل الإنسان للمعصية أهون عند الله من فعلها ثم إتهام بريء بها ،،. ( ومن يكسب خطيئة أو إثما ثم يرم به بريئا فقد احتمل… https://t.co/Xemu7lWmZc,palestine,religions,negative,explicit,فعل الإنسان للمعصية
@Zeina_Karam الله يستر من القادم هل تكون استقالة سعد الحريري مقدمة لضربة اسرائيلة نهائية لحزب الله وتنظيف المجال… https://t.co/k3ZYFNbIFw,jordan,politics,negative,explicit,"['استقالة سعد الحريري', 'مقدمة لضربة اسرائيلة']"
او تعثرت بذاكرة مهشمة ملقاه على الثرى ألقت بيها الى وادي الدجى https://t.co/Ccd2wbEqDf,jordan,personal,negative,implicit,ملقاه على الثرى
"""اللهم إنا نسألك صباحاً يملأ الأجساد عافية، والروح فرحاً، اللهم أرحنا من هموم الدنيا، وأرزقنا التوفيق في جميع أمورنا"". 🙏. #صباح_الخير ☕️",jordan,personal,positive,explicit,الروح فرحاً،
شكلن تاهلوا للنهائي #السعودية - #ايران على ارضنا 🙄 نحنا شعب الله ما بيحملنا 😂 اهضم نكت طُرحت بساعات قليلة بعد الاستقالة #هااااي,lebanon,sports,negative,explicit,ايران
@ahmad0553599 اللهم اشفِ كل من شكى ألمًا. وخفف على كل من بكى وجعًا وحزنًا. رب ارح ثم هون ثم اشفِ كل نفس لا يعلم بألمه… https://t.co/H9wyHLdHrU,jordan,religions,positive,explicit,اشفِ كل نفس
#ميقاتي:سمعنا من بعض الوزراء كلاما مفاده رفض التطاول على الدولة ومؤسساتها، على امل أن يشكل هذا الكلام بداية صحوة لما كنا قد حذرنا منه مراراً,lebanon,politics,positive,explicit,رفض التطاول على الدولة ومؤسساتها،
لأجل أن تكون ثيابنا نظيفة الأجدى حرماننا من #كاس_العالم_حيوحشنا ونطهر رياضتنا من الظلم والفساد المتفشي لعقود طويلة ومبدأ العدل هو الفيصل🇸🇦,palestine,sports,negative,explicit,#كاس_العالم_حيوحشنا
#تحطم_طايره_مروحيه_عسير إنا لله و إنا إليه راجعون اللهم اغفر لعبدك #منصور_بن_مقرن و عوض شبابه في الجنه و جميع م… https://t.co/y1F12HbjQe,jordan,personal,negative,explicit,تحطم_طايره_مروحيه_عسير
اين الدوله العربية التي اعطت الفلسطينين ولو طلقه واحدة في حرب غزه الأخيرة ابن سعود ارسل اكفان ونصر الله صواريخ فكر… https://t.co/KzQ9DJJyzV,palestine,politics,negative,explicit,الدوله العربية التي اعطت الفلسطينين
*اليابان* . _جرحت الهلال_ . بـ ﴿ نيشيمورا ﴾ . _حرمت الهلال_ من . ﴿ ادواردو ﴾,palestine,sports,negative,explicit,_جرحت الهلال
يارب أخرج من أجسامنا كل شر وكل مرض وكل سم وكل سحر وكل عين وكل حزن وكل هم وكل غم وكل ضيق,palestine,personal,positive,explicit,جسامنا كل شر
"@andolini74 الصوت جميل ....بس - ومع اني مش خبير - النشوز واضح في المقامات , طبعا غير الوضع الكثير السيء لغويا ! دمار",jordan,entertainment,negative,explicit,الوضع الكثير السيء لغويا
#تلفزيون_المستقبل. ممكن يغير قناعته ويقول العدو الصهيوني ممكن قول حزب الله الارهابي. بس مش ممكن يقول انو الطيران السعودي قصف مدنين عزل باليمن,lebanon,politics,negative,explicit,تلفزيون_المستقبل
كرة القدم والتنافس الرياضي لغة مشتركة توحد جميع بني البشر.إن شاء الله سيتمكن #المنتخب_الاسرائيلي من تحقيق نفس الإنجاز في السنوات المقبلة,lebanon,sports,positive,explicit,كرة القدم والتنافس الرياضي
#ديربي_مدريد #ريال_مدريد شيئا فشيئا المرنيقي يودع الدوري الاسباني فارق النقاط مع المتصدر 10 نقاط .. اجساد تتحرك في الميدان دون هوية وروح 💔,palestine,sports,negative,explicit,#ديربي_مدريد #ريال_مدريد
"هو تقريباً دعوة ""اللهم توفنى وانت راضي عنى"" لازم تكون اكتر دعوة بندعيها واحنا بنشوف كميه الناس اللى بتموت ف الفترة دى واغلبهم ف سن صغير ..",palestine,personal,negative,explicit,اللهم توفنى وانت راضي عنى
يعني البنية العراقية الله خلقها بس حتى تنكد عالولد هيج تحتار شلون تلكي طريقة وتنكد عليه ماعدا الافلام المصرية التحا… https://t.co/UbDbenmWmU,syria,personal,negative,explicit,البنية العراقية
سامحني،يارب حين يتعب قلبي. ويضيق صدري وتغلبني مشاعري . وتذرف دموعي من دون سبب . ثم آقسو على الجميع من دون ذنب لهم,jordan,personal,negative,explicit,سامحني،يارب
على الجميع انتظار معركة الرقة...في حال تخلي الاميركين عن الرقة كما حصل في كركوك..فان سياسة واشنطن في المنطقة الانسحاب لمصلحة روسيا وايران.,syria,politics,negative,explicit,على الجميع انتظار معركة الرقة.
@MM78mohmed83774 عدوك ده يبقي محمد ناصر او معتز مطر لانه ليه مصلحه في كده لكن شاب عادي فاهم غلط علشان بيتفرج علي حث… https://t.co/pXc50WC2qo,palestine,politics,negative,explicit,محمد ناصر
استفاد منها اكثر من ٧٨٠٠ مراجعة صحة نجران تختتم فعاليات الحملة الوطنية للتوعية بسرطان الثدي… https://t.co/LbW6SnCAkT,jordan,health,positive,explicit,الحملة الوطنية للتوعية بسرطان الثدي
اقسى على نفسي جداً حينما اخشى ان اكون بديلة في قلبك او حب عابر او ربما لتنسى إحداهن؛وانا عرفت الحب بك وارى فيك الحياة.,palestine,personal,negative,explicit,اقسى على نفسي جداً
#سعد_الحريري خذها مني وخليها للتاريخ جايي وقتها ما حدا ركبلك الخازوق الا السعودية انشالله تكون عم تقرط زعتر قبل ما تنام مش انت تكون زعتر,lebanon,politics,negative,explicit,سعد_الحريري
الان اي مواطن يراجع اي جهه حكومية ولم تخدمه حسب النظام يرفع جواله ولا يرده الا رقم مكافحة الفساد خلونا ننظف البلد منهم. #الملك_يحارب_االفساد,jordan,politics,positive,explicit,الفساد
@raselnfc11 يا بنتي بلا تشاؤم👊🏼ريت الحلقة الماضية منيح كتير وارتفع ارتفاع ملحوظ بكل الفئات حتى في الAB تغلب على الأ… https://t.co/KNLtdTmrIN,palestine,entertainment,positive,explicit,"['ريت الحلقة الماضية منيح كتير وارتفع ارتفاع', 'دعوة لالتفائل', 'يا بنتي بلا تشاؤم\uf44a\uf3fcريت الحلقة الماضية منيح كتير وارتفع ارتفاع ملحوظ بكل الفئات حتى في الAB تغلب على', 'ا تشاؤم\uf44a\uf3fcريت الحلقة الماضية منيح كتير وارتفع ارتفاع م']"
هل ستلحق الأوضاع في السعودية بالحال في مصر والعراق وسوريا واليمن وليبيا وغيرها؟ . هل ما يجري في السعودية الآن مقدمة لذلك؟,palestine,politics,negative,implicit,الأوضاع في السعودية
هذاالفيلم السعودي الإماراتي في وصول سعدالحريري الى ابوظبي وعودته الى الرياض.لعبة خبيثة مكشوفة الأهداف لا فرق بين عبدالله بن زايد وبن سلمان,syria,politics,negative,explicit,.لعبة خبيثة مكشوفة الأهداف
